gene,symbol
ENSG00000117069,ST6GALNAC5
ENSG00000117114,ADGRL2
ENSG00000117115,PADI2
ENSG00000117118,SDHB
ENSG00000117133,RPF1
ENSG00000117139,KDM5B
ENSG00000117143,UAP1
ENSG00000117152,RGS4
ENSG00000117153,KLHL12
ENSG00000117155,SSX2IP
ENSG00000117174,ZNHIT6
ENSG00000117222,RBBP5
ENSG00000117280,RAB29
ENSG00000117335,CD46
ENSG00000117394,SLC2A1
ENSG00000117395,EBNA1BP2
ENSG00000117408,IPO13
ENSG00000117410,ATP6V0B
ENSG00000117411,B4GALT2
ENSG00000117448,AKR1A1
ENSG00000117450,PRDX1
ENSG00000117461,PIK3R3
ENSG00000117475,BLZF1
ENSG00000117477,CCDC181
ENSG00000117479,SLC19A2
ENSG00000117481,NSUN4
ENSG00000117500,TMED5
ENSG00000117505,DR1
ENSG00000117519,CNN3
ENSG00000117523,PRRC2C
ENSG00000117528,ABCD3
ENSG00000117533,VAMP4
ENSG00000117569,PTBP2
ENSG00000117592,PRDX6
ENSG00000117602,RCAN3
ENSG00000117614,SYF2
ENSG00000117616,RSRP1
ENSG00000117625,RCOR3
ENSG00000117632,STMN1
ENSG00000117640,MTFR1L
ENSG00000117643,MAN1C1
ENSG00000117676,RPS6KA1
ENSG00000117682,DHDDS
ENSG00000117691,NENF
ENSG00000117697,NSL1
ENSG00000117713,ARID1A
ENSG00000117748,RPA2
ENSG00000117751,PPP1R8
ENSG00000117758,STX12
ENSG00000117859,OSBPL9
ENSG00000117868,ESYT2
ENSG00000117906,RCN2
ENSG00000117984,CTSD
ENSG00000118046,STK11
ENSG00000118058,KMT2A
ENSG00000118096,IFT46
ENSG00000118160,SLC8A2
ENSG00000118200,CAMSAP2
ENSG00000118217,ATF6
ENSG00000118260,CREB1
ENSG00000118263,KLF7
ENSG00000118276,B4GALT6
ENSG00000118369,USP35
ENSG00000118402,ELOVL4
ENSG00000118418,HMGN3
ENSG00000118454,ANKRD13C
ENSG00000118473,SGIP1
ENSG00000118482,PHF3
ENSG00000118496,FBXO30
ENSG00000118507,AKAP7
ENSG00000118515,SGK1
ENSG00000118518,RNF146
ENSG00000118564,FBXL5
ENSG00000118579,MED28
ENSG00000118680,MYL12B
ENSG00000118705,RPN2
ENSG00000118733,OLFM3
ENSG00000118785,SPP1
ENSG00000118816,CCNI
ENSG00000118855,MFSD1
ENSG00000118873,RAB3GAP2
ENSG00000118946,PCDH17
ENSG00000118965,WDR35
ENSG00000118985,ELL2
ENSG00000119013,NDUFB3
ENSG00000119041,GTF3C3
ENSG00000119048,UBE2B
ENSG00000119138,KLF9
ENSG00000119185,ITGB1BP1
ENSG00000119203,CPSF3
ENSG00000119227,PIGZ
ENSG00000119231,SENP5
ENSG00000119242,CCDC92
ENSG00000119280,C1orf198
ENSG00000119314,PTBP3
ENSG00000119318,RAD23B
ENSG00000119335,SET
ENSG00000119396,RAB14
ENSG00000119401,TRIM32
ENSG00000119402,FBXW2
ENSG00000119414,PPP6C
ENSG00000119421,NDUFA8
ENSG00000119446,RBM18
ENSG00000119471,HSDL2
ENSG00000119487,MAPKAP1
ENSG00000119522,DENND1A
ENSG00000119523,ALG2
ENSG00000119537,KDSR
ENSG00000119541,VPS4B
ENSG00000119559,C19orf25
ENSG00000119574,ZBTB45
ENSG00000119596,YLPM1
ENSG00000119632,IFI27L2
ENSG00000119638,NEK9
ENSG00000119640,ACYP1
ENSG00000119650,IFT43
ENSG00000119661,DNAL1
ENSG00000119669,IRF2BPL
ENSG00000119682,AREL1
ENSG00000119698,PPP4R4
ENSG00000119705,SLIRP
ENSG00000119707,RBM25
ENSG00000119711,ALDH6A1
ENSG00000119718,EIF2B2
ENSG00000119729,RHOQ
ENSG00000119760,SUPT7L
ENSG00000119771,KLHL29
ENSG00000119772,DNMT3A
ENSG00000119777,TMEM214
ENSG00000119787,ATL2
ENSG00000119801,YPEL5
ENSG00000119812,FAM98A
ENSG00000119820,YIPF4
ENSG00000119844,AFTPH
ENSG00000119862,LGALSL
ENSG00000119865,CNRIP1
ENSG00000119866,BCL11A
ENSG00000119878,CRIPT
ENSG00000119899,SLC17A5
ENSG00000119900,OGFRL1
ENSG00000119906,SLF2
ENSG00000119938,PPP1R3C
ENSG00000119946,CNNM1
ENSG00000119950,MXI1
ENSG00000119953,SMNDC1
ENSG00000119965,C10orf88
ENSG00000119977,TCTN3
ENSG00000119986,AVPI1
ENSG00000120008,WDR11
ENSG00000120053,GOT1
ENSG00000120063,GNA13
ENSG00000120129,DUSP1
ENSG00000120137,PANK3
ENSG00000120162,MOB3B
ENSG00000120251,GRIA2
ENSG00000120265,PCMT1
ENSG00000120306,CYSTM1
ENSG00000120333,MRPS14
ENSG00000120438,TCP1
ENSG00000120451,SNX19
ENSG00000120509,PDZD11
ENSG00000120533,ENY2
ENSG00000120594,PLXDC2
ENSG00000120616,EPC1
ENSG00000120645,IQSEC3
ENSG00000120658,ENOX1
ENSG00000120675,DNAJC15
ENSG00000120685,PROSER1
ENSG00000120686,UFM1
ENSG00000120688,WBP4
ENSG00000120693,SMAD9
ENSG00000120694,HSPH1
ENSG00000120696,KBTBD7
ENSG00000120697,ALG5
ENSG00000120705,ETF1
ENSG00000120709,FAM53C
ENSG00000120727,PAIP2
ENSG00000120733,KDM3B
ENSG00000120742,SERP1
ENSG00000120798,NR2C1
ENSG00000120800,UTP20
ENSG00000120802,TMPO
ENSG00000120805,ARL1
ENSG00000120832,MTERF2
ENSG00000120837,NFYB
ENSG00000120885,CLU
ENSG00000120913,PDLIM2
ENSG00000120925,RNF170
ENSG00000120948,TARDBP
ENSG00000120992,LYPLA1
ENSG00000121022,COPS5
ENSG00000121057,AKAP1
ENSG00000121064,SCPEP1
ENSG00000121067,SPOP
ENSG00000121073,SLC35B1
ENSG00000121310,ECHDC2
ENSG00000121390,PSPC1
ENSG00000121413,ZSCAN18
ENSG00000121486,TRMT1L
ENSG00000121579,NAA50
ENSG00000121671,CRY2
ENSG00000121680,PEX16
ENSG00000121741,ZMYM2
ENSG00000121749,TBC1D15
ENSG00000121753,ADGRB2
ENSG00000121766,ZCCHC17
ENSG00000121769,FABP3
ENSG00000121774,KHDRBS1
ENSG00000121871,SLITRK3
ENSG00000121879,PIK3CA
ENSG00000121892,PDS5A
ENSG00000121900,TMEM54
ENSG00000121904,CSMD2
ENSG00000121964,GTDC1
ENSG00000121989,ACVR2A
ENSG00000122012,SV2C
ENSG00000122034,GTF3A
ENSG00000122042,UBL3
ENSG00000122068,FYTTD1
ENSG00000122085,MTERF4
ENSG00000122126,OCRL
ENSG00000122203,KIAA1191
ENSG00000122218,COPA
ENSG00000122257,RBBP6
ENSG00000122299,ZC3H7A
ENSG00000122335,SERAC1
ENSG00000122417,ODF2L
ENSG00000122484,RPAP2
ENSG00000122515,ZMIZ2
ENSG00000122550,KLHL7
ENSG00000122565,CBX3
ENSG00000122566,HNRNPA2B1
ENSG00000122574,WIPF3
ENSG00000122584,NXPH1
ENSG00000122692,SMU1
ENSG00000122705,CLTA
ENSG00000122729,ACO1
ENSG00000122733,PHF24
ENSG00000122741,DCAF10
ENSG00000122778,KIAA1549
ENSG00000122779,TRIM24
ENSG00000122786,CALD1
ENSG00000122873,CISD1
ENSG00000122882,ECD
ENSG00000122912,SLC25A16
ENSG00000122958,VPS26A
ENSG00000122965,RBM19
ENSG00000123066,MED13L
ENSG00000123091,RNF11
ENSG00000123095,BHLHE41
ENSG00000123106,CCDC91
ENSG00000123124,WWP1
ENSG00000123159,GIPC1
ENSG00000123178,SPRYD7
ENSG00000123200,ZC3H13
ENSG00000123213,NLN
ENSG00000123240,OPTN
ENSG00000123352,SPATS2
ENSG00000123384,LRP1
ENSG00000123472,ATPAF1
ENSG00000123505,AMD1
ENSG00000123545,NDUFAF4
ENSG00000123560,PLP1
ENSG00000123570,RAB9B
ENSG00000123575,FAM199X
ENSG00000123595,RAB9A
ENSG00000123636,BAZ2B
ENSG00000123684,LPGAT1
ENSG00000123728,RAP2C
ENSG00000123739,PLA2G12A
ENSG00000123836,PFKFB2
ENSG00000123983,ACSL3
ENSG00000123989,CHPF
ENSG00000124006,OBSL1
ENSG00000124098,FAM210B
ENSG00000124104,SNX21
ENSG00000124120,TTPAL
ENSG00000124126,PREX1
ENSG00000124140,SLC12A5
ENSG00000124145,SDC4
ENSG00000124151,NCOA3
ENSG00000124155,PIGT
ENSG00000124160,NCOA5
ENSG00000124164,VAPB
ENSG00000124177,CHD6
ENSG00000124181,PLCG1
ENSG00000124191,TOX2
ENSG00000124193,SRSF6
ENSG00000124194,GDAP1L1
ENSG00000124198,ARFGEF2
ENSG00000124207,CSE1L
ENSG00000124209,RAB22A
ENSG00000124214,STAU1
ENSG00000124222,STX16
ENSG00000124225,PMEPA1
ENSG00000124226,RNF114
ENSG00000124228,DDX27
ENSG00000124243,BCAS4
ENSG00000124275,MTRR
ENSG00000124299,PEPD
ENSG00000124356,STAMBP
ENSG00000124380,SNRNP27
ENSG00000124383,MPHOSPH10
ENSG00000124406,ATP8A1
ENSG00000124422,USP22
ENSG00000124444,ZNF576
ENSG00000124486,USP9X
ENSG00000124507,PACSIN1
ENSG00000124523,SIRT5
ENSG00000124532,MRS2
ENSG00000124535,WRNIP1
ENSG00000124541,RRP36
ENSG00000124570,SERPINB6
ENSG00000124571,XPO5
ENSG00000124588,NQO2
ENSG00000124596,OARD1
ENSG00000124702,KLHDC3
ENSG00000124733,MEA1
ENSG00000124766,SOX4
ENSG00000124767,GLO1
ENSG00000124783,SSR1
ENSG00000124784,RIOK1
ENSG00000124785,NRN1
ENSG00000124788,ATXN1
ENSG00000124789,NUP153
ENSG00000124795,DEK
ENSG00000124802,EEF1E1
ENSG00000124831,LRRFIP1
ENSG00000125107,CNOT1
ENSG00000125124,BBS2
ENSG00000125144,MT1G
ENSG00000125148,MT2A
ENSG00000125166,GOT2
ENSG00000125170,DOK4
ENSG00000125247,TMTC4
ENSG00000125249,RAP2A
ENSG00000125304,TM9SF2
ENSG00000125351,UPF3B
ENSG00000125354,SEPTIN6
ENSG00000125355,TMEM255A
ENSG00000125356,NDUFA1
ENSG00000125447,GGA3
ENSG00000125484,GTF3C4
ENSG00000125503,PPP1R12C
ENSG00000125505,MBOAT7
ENSG00000125510,OPRL1
ENSG00000125534,PPDPF
ENSG00000125629,INSIG2
ENSG00000125633,CCDC93
ENSG00000125648,SLC25A23
ENSG00000125656,CLPP
ENSG00000125675,GRIA3
ENSG00000125676,THOC2
ENSG00000125730,C3
ENSG00000125741,OPA3
ENSG00000125743,SNRPD2
ENSG00000125744,RTN2
ENSG00000125746,EML2
ENSG00000125772,GPCPD1
ENSG00000125779,PANK2
ENSG00000125798,FOXA2
ENSG00000125812,GZF1
ENSG00000125814,NAPB
ENSG00000125818,PSMF1
ENSG00000125826,RBCK1
ENSG00000125827,TMX4
ENSG00000125834,STK35
ENSG00000125843,AP5S1
ENSG00000125851,PCSK2
ENSG00000125863,MKKS
ENSG00000125868,DSTN
ENSG00000125870,SNRPB2
ENSG00000125875,TBC1D20
ENSG00000125901,MRPS26
ENSG00000125944,HNRNPR
ENSG00000125952,MAX
ENSG00000125962,ARMCX5
ENSG00000125967,NECAB3
ENSG00000125977,EIF2S2
ENSG00000125991,ERGIC3
ENSG00000125995,ROMO1
ENSG00000126012,KDM5C
ENSG00000126067,PSMB2
ENSG00000126070,AGO3
ENSG00000126088,UROD
ENSG00000126107,HECTD3
ENSG00000126214,KLC1
ENSG00000126216,TUBGCP3
ENSG00000126217,MCF2L
ENSG00000126247,CAPNS1
ENSG00000126254,RBM42
ENSG00000126267,COX6B1
ENSG00000126351,THRA
ENSG00000126432,PRDX5
ENSG00000126653,NSRP1
ENSG00000126698,DNAJC8
ENSG00000126705,AHDC1
ENSG00000126733,DACH2
ENSG00000126749,EMG1
ENSG00000126756,UXT
ENSG00000126768,TIMM17B
ENSG00000126777,KTN1
ENSG00000126803,HSPA2
ENSG00000126804,ZBTB1
ENSG00000126821,SGPP1
ENSG00000126858,RHOT1
ENSG00000126861,OMG
ENSG00000126883,NUP214
ENSG00000126934,MAP2K2
ENSG00000126945,HNRNPH2
ENSG00000126947,ARMCX1
ENSG00000126970,ZC4H2
ENSG00000127022,CANX
ENSG00000127124,HIVEP3
ENSG00000127125,PPCS
ENSG00000127184,COX7C
ENSG00000127328,RAB3IP
ENSG00000127334,DYRK2
ENSG00000127419,TMEM175
ENSG00000127445,PIN1
ENSG00000127463,EMC1
ENSG00000127483,HP1BP3
ENSG00000127511,SIN3B
ENSG00000127526,SLC35E1
ENSG00000127527,EPS15L1
ENSG00000127540,UQCR11
ENSG00000127561,SYNGR3
ENSG00000127585,FBXL16
ENSG00000127603,MACF1
ENSG00000127616,SMARCA4
ENSG00000127824,TUBA4A
ENSG00000127837,AAMP
ENSG00000127838,PNKD
ENSG00000127870,RNF6
ENSG00000127884,ECHS1
ENSG00000127914,AKAP9
ENSG00000127922,SEM1
ENSG00000127947,PTPN12
ENSG00000127952,STYXL1
ENSG00000127955,GNAI1
ENSG00000127980,PEX1
ENSG00000127990,SGCE
ENSG00000127995,CASD1
ENSG00000128000,ZNF780B
ENSG00000128011,LRFN1
ENSG00000128050,PAICS
ENSG00000128059,PPAT
ENSG00000128203,ASPHD2
ENSG00000128245,YWHAH
ENSG00000128266,GNAZ
ENSG00000128268,MGAT3
ENSG00000128335,APOL2
ENSG00000128463,EMC4
ENSG00000128482,RNF112
ENSG00000128487,SPECC1
ENSG00000128512,DOCK4
ENSG00000128524,ATP6V1F
ENSG00000128563,PRKRIP1
ENSG00000128567,PODXL
ENSG00000128573,FOXP2
ENSG00000128578,STRIP2
ENSG00000128581,IFT22
ENSG00000128585,MKLN1
ENSG00000128590,DNAJB9
ENSG00000128595,CALU
ENSG00000128596,CCDC136
ENSG00000128607,KLHDC10
ENSG00000128654,MTX2
ENSG00000128655,PDE11A
ENSG00000128656,CHN1
ENSG00000128699,ORMDL1
ENSG00000128731,HERC2
ENSG00000128789,PSMG2
ENSG00000128791,TWSG1
ENSG00000128829,EIF2AK4
ENSG00000128872,TMOD2
ENSG00000128881,TTBK2
ENSG00000128928,IVD
ENSG00000128951,DUT
ENSG00000128989,ARPP19
ENSG00000129003,VPS13C
ENSG00000129055,ANAPC13
ENSG00000129071,MBD4
ENSG00000129083,COPB1
ENSG00000129103,SUMF2
ENSG00000129116,PALLD
ENSG00000129128,SPCS3
ENSG00000129158,SERGEF
ENSG00000129187,DCTD
ENSG00000129194,SOX15
ENSG00000129235,TXNDC17
ENSG00000129244,ATP1B2
ENSG00000129245,FXR2
ENSG00000129250,KIF1C
ENSG00000129292,PHF20L1
ENSG00000129315,CCNT1
ENSG00000129347,KRI1
ENSG00000129351,ILF3
ENSG00000129353,SLC44A2
ENSG00000129422,MTUS1
ENSG00000129460,NGDN
ENSG00000129472,RAB2B
ENSG00000129480,DTD2
ENSG00000129484,PARP2
ENSG00000129493,HEATR5A
ENSG00000129515,SNX6
ENSG00000129518,EAPP
ENSG00000129559,NEDD8
ENSG00000129562,DAD1
ENSG00000129596,CDO1
ENSG00000129625,REEP5
ENSG00000129636,ITFG1
ENSG00000129657,SEC14L1
ENSG00000129675,ARHGEF6
ENSG00000129682,FGF13
ENSG00000129691,ASH2L
ENSG00000129757,CDKN1C
ENSG00000129824,RPS4Y1
ENSG00000129932,DOHH
ENSG00000129933,MAU2
ENSG00000129946,SHC2
ENSG00000130024,PHF10
ENSG00000130032,PRRG3
ENSG00000130066,SAT1
ENSG00000130159,ECSIT
ENSG00000130165,ELOF1
ENSG00000130175,PRKCSH
ENSG00000130177,CDC16
ENSG00000130204,TOMM40
ENSG00000130208,APOC1
ENSG00000130224,LRCH2
ENSG00000130226,DPP6
ENSG00000130254,SAFB2
ENSG00000130255,RPL36
ENSG00000130287,NCAN
ENSG00000130294,KIF1A
ENSG00000130299,GTPBP3
ENSG00000130311,DDA1
ENSG00000130313,PGLS
ENSG00000130338,TULP4
ENSG00000130340,SNX9
ENSG00000130363,RSPH3
ENSG00000130402,ACTN4
ENSG00000130414,NDUFA10
ENSG00000130449,ZSWIM6
ENSG00000130477,UNC13A
ENSG00000130517,PGPEP1
ENSG00000130520,LSM4
ENSG00000130522,JUND
ENSG00000130540,SULT4A1
ENSG00000130558,OLFM1
ENSG00000130559,CAMSAP1
ENSG00000130560,UBAC1
ENSG00000130638,ATXN10
ENSG00000130643,CALY
ENSG00000130703,OSBPL2
ENSG00000130707,ASS1
ENSG00000130714,POMT1
ENSG00000130717,UCK1
ENSG00000130724,CHMP2A
ENSG00000130733,YIPF2
ENSG00000130741,EIF2S3
ENSG00000130749,ZC3H4
ENSG00000130764,LRRC47
ENSG00000130766,SESN2
ENSG00000130779,CLIP1
ENSG00000130816,DNMT1
ENSG00000130821,SLC6A8
ENSG00000130826,DKC1
ENSG00000130827,PLXNA3
ENSG00000130830,MPP1
ENSG00000130844,ZNF331
ENSG00000130939,UBE4B
ENSG00000130956,HABP4
ENSG00000130985,UBA1
ENSG00000131013,PPIL4
ENSG00000131016,AKAP12
ENSG00000131018,SYNE1
ENSG00000131051,RBM39
ENSG00000131069,ACSS2
ENSG00000131089,ARHGEF9
ENSG00000131095,GFAP
ENSG00000131100,ATP6V1E1
ENSG00000131116,ZNF428
ENSG00000131143,COX4I1
ENSG00000131148,EMC8
ENSG00000131149,GSE1
ENSG00000131165,CHMP1A
ENSG00000131171,SH3BGRL
ENSG00000131174,COX7B
ENSG00000131236,CAP1
ENSG00000131238,PPT1
ENSG00000131242,RAB11FIP4
ENSG00000131263,RLIM
ENSG00000131323,TRAF3
ENSG00000131368,MRPS25
ENSG00000131374,TBC1D5
ENSG00000131375,CAPN7
ENSG00000131378,RFTN1
ENSG00000131381,RBSN
ENSG00000131437,KIF3A
ENSG00000131446,MGAT1
ENSG00000131467,PSME3
ENSG00000131469,RPL27
ENSG00000131473,ACLY
ENSG00000131495,NDUFA2
ENSG00000131504,DIAPH1
ENSG00000131507,NDFIP1
ENSG00000131508,UBE2D2
ENSG00000131558,EXOC4
ENSG00000131626,PPFIA1
ENSG00000131711,MAP1B
ENSG00000131725,WDR44
ENSG00000131732,ZCCHC9
ENSG00000131773,KHDRBS3
ENSG00000131779,PEX11B
ENSG00000131791,PRKAB2
ENSG00000131828,PDHA1
ENSG00000131831,RAI2
ENSG00000131943,C19orf12
ENSG00000131966,ACTR10
ENSG00000131979,GCH1
ENSG00000132002,DNAJB1
ENSG00000132024,CC2D1A
ENSG00000132031,MATN3
ENSG00000132128,LRRC41
ENSG00000132153,DHX30
ENSG00000132155,RAF1
ENSG00000132164,SLC6A11
ENSG00000132182,NUP210
ENSG00000132275,RRP8
ENSG00000132294,EFR3A
ENSG00000132300,PTCD3
ENSG00000132305,IMMT
ENSG00000132313,MRPL35
ENSG00000132321,IQCA1
ENSG00000132329,RAMP1
ENSG00000132334,PTPRE
ENSG00000132341,RAN
ENSG00000132356,PRKAA1
ENSG00000132359,RAP1GAP2
ENSG00000132361,CLUH
ENSG00000132383,RPA1
ENSG00000132388,UBE2G1
ENSG00000132424,PNISR
ENSG00000132429,POPDC3
ENSG00000132432,SEC61G
ENSG00000132434,LANCL2
ENSG00000132437,DDC
ENSG00000132463,GRSF1
ENSG00000132466,ANKRD17
ENSG00000132467,UTP3
ENSG00000132471,WBP2
ENSG00000132485,ZRANB2
ENSG00000132507,EIF5A
ENSG00000132535,DLG4
ENSG00000132561,MATN2
ENSG00000132563,REEP2
ENSG00000132591,ERAL1
ENSG00000132604,TERF2
ENSG00000132612,VPS4A
ENSG00000132639,SNAP25
ENSG00000132640,BTBD3
ENSG00000132664,POLR3F
ENSG00000132670,PTPRA
ENSG00000132676,DAP3
ENSG00000132718,SYT11
ENSG00000132740,IGHMBP2
ENSG00000132792,CTNNBL1
ENSG00000132821,VSTM2L
ENSG00000132823,OSER1
ENSG00000132824,SERINC3
ENSG00000132842,AP3B1
ENSG00000132854,KANK4
ENSG00000132872,SYT4
ENSG00000132879,FBXO44
ENSG00000132912,DCTN4
ENSG00000132932,ATP8A2
ENSG00000132953,XPO4
ENSG00000132963,POMP
ENSG00000132964,CDK8
ENSG00000132970,WASF3
ENSG00000132975,GPR12
ENSG00000133026,MYH10
ENSG00000133027,PEMT
ENSG00000133030,MPRIP
ENSG00000133048,CHI3L1
ENSG00000133056,PIK3C2B
ENSG00000133059,DSTYK
ENSG00000133065,SLC41A1
ENSG00000133069,TMCC2
ENSG00000133083,DCLK1
ENSG00000133101,CCNA1
ENSG00000133103,COG6
ENSG00000133104,SPART
ENSG00000133112,TPT1
ENSG00000133114,GPALPP1
ENSG00000133134,BEX2
ENSG00000133135,RNF128
ENSG00000133142,TCEAL4
ENSG00000133169,BEX1
ENSG00000133216,EPHB2
ENSG00000133226,SRRM1
ENSG00000133243,BTBD2
ENSG00000133275,CSNK1G2
ENSG00000133313,CNDP2
ENSG00000133398,MED10
ENSG00000133401,PDZD2
ENSG00000133424,LARGE1
ENSG00000133460,SLC2A11
ENSG00000133597,ADCK2
ENSG00000133606,MKRN1
ENSG00000133612,AGAP3
ENSG00000133627,ACTR3B
ENSG00000133657,ATP13A3
ENSG00000133687,TMTC1
ENSG00000133703,KRAS
ENSG00000133704,IPO8
ENSG00000133731,IMPA1
ENSG00000133805,AMPD3
ENSG00000133812,SBF2
ENSG00000133835,HSD17B4
ENSG00000133858,ZFC3H1
ENSG00000133872,SARAF
ENSG00000133878,DUSP26
ENSG00000133884,DPF2
ENSG00000133935,ERG28
ENSG00000133961,NUMB
ENSG00000133985,TTC9
ENSG00000133997,MED6
ENSG00000134001,EIF2S1
ENSG00000134014,ELP3
ENSG00000134030,CTIF
ENSG00000134046,MBD2
ENSG00000134049,IER3IP1
ENSG00000134107,BHLHE40
ENSG00000134108,ARL8B
ENSG00000134115,CNTN6
ENSG00000134121,CHL1
ENSG00000134152,KATNBL1
ENSG00000134153,EMC7
ENSG00000134186,PRPF38B
ENSG00000134202,GSTM3
ENSG00000134215,VAV3
ENSG00000134243,SORT1
ENSG00000134248,LAMTOR5
ENSG00000134262,AP4B1
ENSG00000134265,NAPG
ENSG00000134283,PPHLN1
ENSG00000134287,ARF3
ENSG00000134291,TMEM106C
ENSG00000134294,SLC38A2
ENSG00000134308,YWHAQ
ENSG00000134313,KIDINS220
ENSG00000134318,ROCK2
ENSG00000134324,LPIN1
ENSG00000134330,IAH1
ENSG00000134352,IL6ST
ENSG00000134369,NAV1
ENSG00000134371,CDC73
ENSG00000134375,TIMM17A
ENSG00000134453,RBM17
ENSG00000134480,CCNH
ENSG00000134504,KCTD1
ENSG00000134533,RERG
ENSG00000134644,PUM1
ENSG00000134684,YARS1
ENSG00000134686,PHC2
ENSG00000134709,HOOK1
ENSG00000134717,BTF3L4
ENSG00000134748,PRPF38A
ENSG00000134758,RNF138
ENSG00000134759,ELP2
ENSG00000134769,DTNA
ENSG00000134779,TPGS2
ENSG00000134809,TIMM10
ENSG00000134825,TMEM258
ENSG00000134851,TMEM165
ENSG00000134852,CLOCK
ENSG00000134874,DZIP1
ENSG00000134884,ARGLU1
ENSG00000134897,BIVM
ENSG00000134900,TPP2
ENSG00000134905,CARS2
ENSG00000134909,ARHGAP32
ENSG00000134970,TMED7
ENSG00000134982,APC
ENSG00000134986,NREP
ENSG00000134987,WDR36
ENSG00000134996,OSTF1
ENSG00000135002,RFK
ENSG00000135018,UBQLN1
ENSG00000135040,NAA35
ENSG00000135045,C9orf40
ENSG00000135047,CTSL
ENSG00000135049,AGTPBP1
ENSG00000135052,GOLM1
ENSG00000135069,PSAT1
ENSG00000135070,ISCA1
ENSG00000135090,TAOK3
ENSG00000135108,FBXO21
ENSG00000135119,RNFT2
ENSG00000135144,DTX1
ENSG00000135164,DMTF1
ENSG00000135211,TMEM60
ENSG00000135241,PNPLA8
ENSG00000135250,SRPK2
ENSG00000135298,ADGRB3
ENSG00000135299,ANKRD6
ENSG00000135333,EPHA7
ENSG00000135334,AKIRIN2
ENSG00000135336,ORC3
ENSG00000135341,MAP3K7
ENSG00000135365,PHF21A
ENSG00000135372,NAT10
ENSG00000135387,CAPRIN1
ENSG00000135404,CD63
ENSG00000135414,GDF11
ENSG00000135447,PPP1R1A
ENSG00000135454,B4GALNT1
ENSG00000135457,TFCP2
ENSG00000135469,COQ10A
ENSG00000135472,FAIM2
ENSG00000135486,HNRNPA1
ENSG00000135503,ACVR1B
ENSG00000135525,MAP7
ENSG00000135535,CD164
ENSG00000135541,AHI1
ENSG00000135549,PKIB
ENSG00000135597,REPS1
ENSG00000135617,PRADC1
ENSG00000135624,CCT7
ENSG00000135631,RAB11FIP5
ENSG00000135636,DYSF
ENSG00000135655,USP15
ENSG00000135677,GNS
ENSG00000135679,MDM2
ENSG00000135686,KLHL36
ENSG00000135698,MPHOSPH6
ENSG00000135709,KIAA0513
ENSG00000135744,AGT
ENSG00000135778,NTPCR
ENSG00000135821,GLUL
ENSG00000135823,STX6
ENSG00000135829,DHX9
ENSG00000135837,CEP350
ENSG00000135838,NPL
ENSG00000135845,PIGC
ENSG00000135862,LAMC1
ENSG00000135870,RC3H1
ENSG00000135905,DOCK10
ENSG00000135916,ITM2C
ENSG00000135919,SERPINE2
ENSG00000135924,DNAJB2
ENSG00000135926,TMBIM1
ENSG00000135930,EIF4E2
ENSG00000135932,CAB39
ENSG00000135940,COX5B
ENSG00000135956,TMEM127
ENSG00000135966,TGFBRAP1
ENSG00000135968,GCC2
ENSG00000135972,MRPS9
ENSG00000135974,C2orf49
ENSG00000136003,ISCU
ENSG00000136021,SCYL2
ENSG00000136026,CKAP4
ENSG00000136040,PLXNC1
ENSG00000136045,PWP1
ENSG00000136068,FLNB
ENSG00000136099,PCDH8
ENSG00000136100,VPS36
ENSG00000136111,TBC1D4
ENSG00000136143,SUCLA2
ENSG00000136144,RCBTB1
ENSG00000136146,MED4
ENSG00000136156,ITM2B
ENSG00000136159,NUDT15
ENSG00000136160,EDNRB
ENSG00000136193,SCRN1
ENSG00000136235,GPNMB
ENSG00000136237,RAPGEF5
ENSG00000136240,KDELR2
ENSG00000136261,BZW2
ENSG00000136271,DDX56
ENSG00000136273,HUS1
ENSG00000136274,NACAD
ENSG00000136280,CCM2
ENSG00000136295,TTYH3
ENSG00000136319,TTC5
ENSG00000136367,ZFHX2
ENSG00000136381,IREB2
ENSG00000136383,ALPK3
ENSG00000136436,CALCOCO2
ENSG00000136444,RSAD1
ENSG00000136448,NMT1
ENSG00000136450,SRSF1
ENSG00000136451,VEZF1
ENSG00000136478,TEX2
ENSG00000136485,DCAF7
ENSG00000136504,KAT7
ENSG00000136521,NDUFB5
ENSG00000136527,TRA2B
ENSG00000136531,SCN2A
ENSG00000136541,ERMN
ENSG00000136546,SCN7A
ENSG00000136560,TANK
ENSG00000136631,VPS45
ENSG00000136636,KCTD3
ENSG00000136643,RPS6KC1
ENSG00000136709,WDR33
ENSG00000136717,BIN1
ENSG00000136718,IMP4
ENSG00000136720,HS6ST1
ENSG00000136731,UGGT1
ENSG00000136738,STAM
ENSG00000136754,ABI1
ENSG00000136758,YME1L1
ENSG00000136783,NIPSNAP3A
ENSG00000136802,LRRC8A
ENSG00000136807,CDK9
ENSG00000136810,TXN
ENSG00000136816,TOR1B
ENSG00000136819,C9orf78
ENSG00000136824,SMC2
ENSG00000136827,TOR1A
ENSG00000136828,RALGPS1
ENSG00000136848,DAB2IP
ENSG00000136854,STXBP1
ENSG00000136856,SLC2A8
ENSG00000136870,ZNF189
ENSG00000136875,PRPF4
ENSG00000136878,USP20
ENSG00000136888,ATP6V1G1
ENSG00000136891,TEX10
ENSG00000136895,GARNL3
ENSG00000136897,MRPL50
ENSG00000136928,GABBR2
ENSG00000136930,PSMB7
ENSG00000136933,RABEPK
